CC number long form,CC number short form,Name,VC_numeric,VC_printed,Status
M153.01,M153.1,Amblystegium serpens,14,14,
M153.01,M153.1,Amblystegium serpens,15,15,
M153.01,M153.1,Amblystegium serpens,16,16,
M153.01,M153.1,Amblystegium serpens,17,17,
M153.01,M153.1,Amblystegium serpens,18,18,
M153.01,M153.1,Amblystegium serpens,19,19,
M153.01,M153.1,Amblystegium serpens,20,20,
M153.01,M153.1,Amblystegium serpens,21,21,
M153.01,M153.1,Amblystegium serpens,22,22,
M153.01,M153.1,Amblystegium serpens,23,23,
M153.01,M153.1,Amblystegium serpens,24,24,
M153.01,M153.1,Amblystegium serpens,25,25,
M153.01,M153.1,Amblystegium serpens,26,26,
M153.01,M153.1,Amblystegium serpens,27,27,
M153.01,M153.1,Amblystegium serpens,28,28,
M153.01,M153.1,Amblystegium serpens,29,29,
M153.01,M153.1,Amblystegium serpens,30,30,
M153.01,M153.1,Amblystegium serpens,31,31,
M153.01,M153.1,Amblystegium serpens,32,32,
M153.01,M153.1,Amblystegium serpens,33,33,
M153.01,M153.1,Amblystegium serpens,34,34,
M153.01,M153.1,Amblystegium serpens,35,35,
M153.01,M153.1,Amblystegium serpens,36,36,
M153.01,M153.1,Amblystegium serpens,37,37,
M153.01,M153.1,Amblystegium serpens,38,38,
M153.01,M153.1,Amblystegium serpens,39,39,
M153.01,M153.1,Amblystegium serpens,40,40,
M153.01,M153.1,Amblystegium serpens,41,41,
M153.01,M153.1,Amblystegium serpens,42,42,
M153.01,M153.1,Amblystegium serpens,43,43,
M153.01,M153.1,Amblystegium serpens,44,44,
M153.01,M153.1,Amblystegium serpens,45,45,
M153.01,M153.1,Amblystegium serpens,46,46,
M153.01,M153.1,Amblystegium serpens,47,47,
M153.01,M153.1,Amblystegium serpens,48,48,
M153.01,M153.1,Amblystegium serpens,49,49,
M153.01,M153.1,Amblystegium serpens,50,50,
M153.01,M153.1,Amblystegium serpens,51,51,
M153.01,M153.1,Amblystegium serpens,52,52,
M153.01,M153.1,Amblystegium serpens,53,53,
M153.01,M153.1,Amblystegium serpens,54,54,
M153.01,M153.1,Amblystegium serpens,55,55,
M153.01,M153.1,Amblystegium serpens,56,56,
M153.01,M153.1,Amblystegium serpens,57,57,
M153.01,M153.1,Amblystegium serpens,58,58,
M153.01,M153.1,Amblystegium serpens,59,59,
M153.01,M153.1,Amblystegium serpens,60,60,
M153.01,M153.1,Amblystegium serpens,61,61,
M153.01,M153.1,Amblystegium serpens,62,62,
M153.01,M153.1,Amblystegium serpens,63,63,
M153.01,M153.1,Amblystegium serpens,64,64,
M153.01,M153.1,Amblystegium serpens,65,65,
M153.01,M153.1,Amblystegium serpens,66,66,
M153.01,M153.1,Amblystegium serpens,67,67,
M153.01,M153.1,Amblystegium serpens,68,68,
M153.01,M153.1,Amblystegium serpens,69,69,
M153.01,M153.1,Amblystegium serpens,70,70,
M153.01,M153.1,Amblystegium serpens,71,71,
M153.01,M153.1,Amblystegium serpens,72,72,
M153.01,M153.1,Amblystegium serpens,73,73,
M153.01,M153.1,Amblystegium serpens,74,74,
M153.01,M153.1,Amblystegium serpens,75,75,
M153.01,M153.1,Amblystegium serpens,76,76,
M153.01,M153.1,Amblystegium serpens,77,77,
M153.01,M153.1,Amblystegium serpens,78,78,
M153.01,M153.1,Amblystegium serpens,79,79,
M153.01,M153.1,Amblystegium serpens,80,80,
M153.01,M153.1,Amblystegium serpens,81,81,
M153.01,M153.1,Amblystegium serpens,82,82,
M153.01,M153.1,Amblystegium serpens,83,83,
M153.01,M153.1,Amblystegium serpens,84,84,
M153.01,M153.1,Amblystegium serpens,85,85,
M153.01,M153.1,Amblystegium serpens,86,86,
M153.01,M153.1,Amblystegium serpens,87,87,
M153.01,M153.1,Amblystegium serpens,88,88,
M153.01,M153.1,Amblystegium serpens,89,89,
M153.01,M153.1,Amblystegium serpens,90,90,
M153.01,M153.1,Amblystegium serpens,91,91,
M153.01,M153.1,Amblystegium serpens,92,92,
M153.01,M153.1,Amblystegium serpens,93,93,
M153.01,M153.1,Amblystegium serpens,94,94,
M153.01,M153.1,Amblystegium serpens,95,95,
M153.01,M153.1,Amblystegium serpens,96,96,
M153.01,M153.1,Amblystegium serpens,97,97,
M153.01,M153.1,Amblystegium serpens,98,98,
M153.01,M153.1,Amblystegium serpens,99,99,
M153.01,M153.1,Amblystegium serpens,100,100,
M153.01,M153.1,Amblystegium serpens,101,101,
M153.01,M153.1,Amblystegium serpens,102,102,
M153.01,M153.1,Amblystegium serpens,103,103,
M153.01,M153.1,Amblystegium serpens,104,104,
M153.01,M153.1,Amblystegium serpens,105,105,
M153.01,M153.1,Amblystegium serpens,106,106,
M153.01,M153.1,Amblystegium serpens,107,107,
M153.01,M153.1,Amblystegium serpens,108,108,
M153.01,M153.1,Amblystegium serpens,109,109,
M153.01,M153.1,Amblystegium serpens,110,110,
M153.01,M153.1,Amblystegium serpens,111,111,
M153.01,M153.1,Amblystegium serpens,112,112,
M153.01,M153.1,Amblystegium serpens,201,H1,
M153.01,M153.1,Amblystegium serpens,202,H2,
M153.01,M153.1,Amblystegium serpens,203,H3,
M153.01,M153.1,Amblystegium serpens,204,H4,
M153.01,M153.1,Amblystegium serpens,205,H5,
M153.01,M153.1,Amblystegium serpens,206,H6,
M153.01,M153.1,Amblystegium serpens,207,H7,
M153.01,M153.1,Amblystegium serpens,208,H8,
M153.01,M153.1,Amblystegium serpens,209,H9,
M153.01,M153.1,Amblystegium serpens,210,H10,
M153.01,M153.1,Amblystegium serpens,211,H11,
M153.01,M153.1,Amblystegium serpens,212,H12,
M153.01,M153.1,Amblystegium serpens,213,H13,
M153.01,M153.1,Amblystegium serpens,214,H14,
M153.01,M153.1,Amblystegium serpens,215,H15,
M153.01,M153.1,Amblystegium serpens,216,H16,
M153.01,M153.1,Amblystegium serpens,217,H17,
M153.01,M153.1,Amblystegium serpens,218,H18,
M153.01,M153.1,Amblystegium serpens,219,H19,
M153.01,M153.1,Amblystegium serpens,220,H20,
M153.01,M153.1,Amblystegium serpens,221,H21,
M153.01,M153.1,Amblystegium serpens,222,H22,
M153.01,M153.1,Amblystegium serpens,223,H23,
M153.01,M153.1,Amblystegium serpens,224,H24,
M153.01,M153.1,Amblystegium serpens,225,H25,
M153.01,M153.1,Amblystegium serpens,226,H26,
M153.01,M153.1,Amblystegium serpens,227,H27,
M153.01,M153.1,Amblystegium serpens,228,H28,
M153.01,M153.1,Amblystegium serpens,229,H29,
M153.01,M153.1,Amblystegium serpens,230,H30,
M153.01,M153.1,Amblystegium serpens,231,H31,
M153.01,M153.1,Amblystegium serpens,232,H32,
M153.01,M153.1,Amblystegium serpens,233,H33,
M153.01,M153.1,Amblystegium serpens,234,H34,
M153.01,M153.1,Amblystegium serpens,235,H35,
M153.01,M153.1,Amblystegium serpens,236,H36,
M153.01,M153.1,Amblystegium serpens,237,H37,
M153.01,M153.1,Amblystegium serpens,238,H38,
M153.01,M153.1,Amblystegium serpens,239,H39,
M153.01,M153.1,Amblystegium serpens,240,H40,
M153.01,M153.1,Amblystegium serpens,300,C,
M028.01,M28.1,Amphidium lapponicum,42,42,
M028.01,M28.1,Amphidium lapponicum,43,43,
M028.01,M28.1,Amphidium lapponicum,44,44,
M028.01,M28.1,Amphidium lapponicum,46,46,
M028.01,M28.1,Amphidium lapponicum,47,47,
M028.01,M28.1,Amphidium lapponicum,48,48,
M028.01,M28.1,Amphidium lapponicum,49,49,
M028.01,M28.1,Amphidium lapponicum,64,64,Bracketed
M028.01,M28.1,Amphidium lapponicum,65,65,
M028.01,M28.1,Amphidium lapponicum,66,66,Bracketed
M028.01,M28.1,Amphidium lapponicum,68,68,
M028.01,M28.1,Amphidium lapponicum,69,69,
M028.01,M28.1,Amphidium lapponicum,70,70,
M028.01,M28.1,Amphidium lapponicum,72,72,
M028.01,M28.1,Amphidium lapponicum,73,73,Bracketed
M028.01,M28.1,Amphidium lapponicum,75,75,
M028.01,M28.1,Amphidium lapponicum,78,78,
M028.01,M28.1,Amphidium lapponicum,86,86,
M028.01,M28.1,Amphidium lapponicum,87,87,
M028.01,M28.1,Amphidium lapponicum,88,88,
M028.01,M28.1,Amphidium lapponicum,89,89,
M028.01,M28.1,Amphidium lapponicum,90,90,
M028.01,M28.1,Amphidium lapponicum,92,92,
M028.01,M28.1,Amphidium lapponicum,94,94,
M028.01,M28.1,Amphidium lapponicum,96,96,
M028.01,M28.1,Amphidium lapponicum,97,97,
M028.01,M28.1,Amphidium lapponicum,98,98,
M028.01,M28.1,Amphidium lapponicum,99,99,Bracketed
M028.01,M28.1,Amphidium lapponicum,103,103,
M028.01,M28.1,Amphidium lapponicum,104,104,
M028.01,M28.1,Amphidium lapponicum,105,105,
M028.01,M28.1,Amphidium lapponicum,106,106,
M028.01,M28.1,Amphidium lapponicum,107,107,Bracketed
M028.01,M28.1,Amphidium lapponicum,108,108,
M028.01,M28.1,Amphidium lapponicum,201,H1,
M028.01,M28.1,Amphidium lapponicum,227,H27,
M028.02,M28.2,Amphidium mougeotii,1,1,
M028.02,M28.2,Amphidium mougeotii,2,2,
M028.02,M28.2,Amphidium mougeotii,3,3,
M028.02,M28.2,Amphidium mougeotii,4,4,
M028.02,M28.2,Amphidium mougeotii,5,5,
M028.02,M28.2,Amphidium mougeotii,35,35,
M028.02,M28.2,Amphidium mougeotii,36,36,
M028.02,M28.2,Amphidium mougeotii,37,37,Bracketed
M028.02,M28.2,Amphidium mougeotii,40,40,
M028.02,M28.2,Amphidium mougeotii,41,41,
M028.02,M28.2,Amphidium mougeotii,42,42,
M028.02,M28.2,Amphidium mougeotii,43,43,
M028.02,M28.2,Amphidium mougeotii,44,44,
M028.02,M28.2,Amphidium mougeotii,45,45,
M028.02,M28.2,Amphidium mougeotii,46,46,
M028.02,M28.2,Amphidium mougeotii,47,47,
M028.02,M28.2,Amphidium mougeotii,48,48,
M028.02,M28.2,Amphidium mougeotii,49,49,
M028.02,M28.2,Amphidium mougeotii,50,50,
M028.02,M28.2,Amphidium mougeotii,52,52,
M028.02,M28.2,Amphidium mougeotii,57,57,
M028.02,M28.2,Amphidium mougeotii,58,58,
M028.02,M28.2,Amphidium mougeotii,59,59,
M028.02,M28.2,Amphidium mougeotii,60,60,
M028.02,M28.2,Amphidium mougeotii,62,62,
M028.02,M28.2,Amphidium mougeotii,63,63,
M028.02,M28.2,Amphidium mougeotii,64,64,
M028.02,M28.2,Amphidium mougeotii,65,65,
M028.02,M28.2,Amphidium mougeotii,66,66,
M028.02,M28.2,Amphidium mougeotii,67,67,
M028.02,M28.2,Amphidium mougeotii,68,68,
M028.02,M28.2,Amphidium mougeotii,69,69,
M028.02,M28.2,Amphidium mougeotii,70,70,
M028.02,M28.2,Amphidium mougeotii,71,71,
M028.02,M28.2,Amphidium mougeotii,72,72,
M028.02,M28.2,Amphidium mougeotii,73,73,
M028.02,M28.2,Amphidium mougeotii,74,74,
M028.02,M28.2,Amphidium mougeotii,75,75,
M028.02,M28.2,Amphidium mougeotii,76,76,
M028.02,M28.2,Amphidium mougeotii,77,77,
M028.02,M28.2,Amphidium mougeotii,78,78,
M028.02,M28.2,Amphidium mougeotii,79,79,
M028.02,M28.2,Amphidium mougeotii,80,80,
M028.02,M28.2,Amphidium mougeotii,81,81,
M028.02,M28.2,Amphidium mougeotii,82,82,
M028.02,M28.2,Amphidium mougeotii,83,83,
M028.02,M28.2,Amphidium mougeotii,84,84,
M028.02,M28.2,Amphidium mougeotii,85,85,
M028.02,M28.2,Amphidium mougeotii,86,86,
M028.02,M28.2,Amphidium mougeotii,87,87,
M028.02,M28.2,Amphidium mougeotii,88,88,
M028.02,M28.2,Amphidium mougeotii,89,89,
M028.02,M28.2,Amphidium mougeotii,90,90,
M028.02,M28.2,Amphidium mougeotii,91,91,
M028.02,M28.2,Amphidium mougeotii,92,92,
M028.02,M28.2,Amphidium mougeotii,93,93,
M028.02,M28.2,Amphidium mougeotii,94,94,
M028.02,M28.2,Amphidium mougeotii,95,95,
M028.02,M28.2,Amphidium mougeotii,96,96,
M028.02,M28.2,Amphidium mougeotii,97,97,
M028.02,M28.2,Amphidium mougeotii,98,98,
M028.02,M28.2,Amphidium mougeotii,99,99,
M028.02,M28.2,Amphidium mougeotii,100,100,
M028.02,M28.2,Amphidium mougeotii,101,101,
M028.02,M28.2,Amphidium mougeotii,102,102,
M028.02,M28.2,Amphidium mougeotii,103,103,
M028.02,M28.2,Amphidium mougeotii,104,104,
M028.02,M28.2,Amphidium mougeotii,105,105,
M028.02,M28.2,Amphidium mougeotii,106,106,
M028.02,M28.2,Amphidium mougeotii,107,107,
M028.02,M28.2,Amphidium mougeotii,108,108,
M028.02,M28.2,Amphidium mougeotii,109,109,
M028.02,M28.2,Amphidium mougeotii,110,110,
M028.02,M28.2,Amphidium mougeotii,111,111,
M028.02,M28.2,Amphidium mougeotii,112,112,
M028.02,M28.2,Amphidium mougeotii,201,H1,
M028.02,M28.2,Amphidium mougeotii,202,H2,
M028.02,M28.2,Amphidium mougeotii,203,H3,
M028.02,M28.2,Amphidium mougeotii,204,H4,
M028.02,M28.2,Amphidium mougeotii,206,H6,
M028.02,M28.2,Amphidium mougeotii,207,H7,
M028.02,M28.2,Amphidium mougeotii,208,H8,
M028.02,M28.2,Amphidium mougeotii,209,H9,
M028.02,M28.2,Amphidium mougeotii,210,H10,
M028.02,M28.2,Amphidium mougeotii,211,H11,
M028.02,M28.2,Amphidium mougeotii,213,H13,Bracketed
M028.02,M28.2,Amphidium mougeotii,214,H14,Bracketed
M028.02,M28.2,Amphidium mougeotii,216,H16,
M028.02,M28.2,Amphidium mougeotii,220,H20,
M028.02,M28.2,Amphidium mougeotii,221,H21,Bracketed
M028.02,M28.2,Amphidium mougeotii,226,H26,Bracketed
M028.02,M28.2,Amphidium mougeotii,227,H27,
M028.02,M28.2,Amphidium mougeotii,228,H28,
M028.02,M28.2,Amphidium mougeotii,229,H29,
M028.02,M28.2,Amphidium mougeotii,230,H30,
M028.02,M28.2,Amphidium mougeotii,231,H31,
M028.02,M28.2,Amphidium mougeotii,232,H32,
M028.02,M28.2,Amphidium mougeotii,233,H33,
M028.02,M28.2,Amphidium mougeotii,234,H34,
M028.02,M28.2,Amphidium mougeotii,235,H35,
M028.02,M28.2,Amphidium mougeotii,236,H36,
M028.02,M28.2,Amphidium mougeotii,237,H37,
M028.02,M28.2,Amphidium mougeotii,238,H38,
M028.02,M28.2,Amphidium mougeotii,239,H39,
M028.02,M28.2,Amphidium mougeotii,240,H40,
L077.01,L77.1,Anastrepta orcadensis,4,4,Bracketed
L077.01,L77.1,Anastrepta orcadensis,46,46,
L077.01,L77.1,Anastrepta orcadensis,47,47,
L077.01,L77.1,Anastrepta orcadensis,48,48,
L077.01,L77.1,Anastrepta orcadensis,49,49,
L077.01,L77.1,Anastrepta orcadensis,50,50,
L077.01,L77.1,Anastrepta orcadensis,60,60,
L077.01,L77.1,Anastrepta orcadensis,64,64,
L077.01,L77.1,Anastrepta orcadensis,65,65,
L077.01,L77.1,Anastrepta orcadensis,68,68,Bracketed
L077.01,L77.1,Anastrepta orcadensis,69,69,
L077.01,L77.1,Anastrepta orcadensis,70,70,
L077.01,L77.1,Anastrepta orcadensis,72,72,
L077.01,L77.1,Anastrepta orcadensis,73,73,
L077.01,L77.1,Anastrepta orcadensis,75,75,
L077.01,L77.1,Anastrepta orcadensis,77,77,
L077.01,L77.1,Anastrepta orcadensis,78,78,
L077.01,L77.1,Anastrepta orcadensis,83,83,
L077.01,L77.1,Anastrepta orcadensis,85,85,Bracketed
L077.01,L77.1,Anastrepta orcadensis,86,86,
L077.01,L77.1,Anastrepta orcadensis,87,87,
L077.01,L77.1,Anastrepta orcadensis,88,88,
L077.01,L77.1,Anastrepta orcadensis,89,89,
L077.01,L77.1,Anastrepta orcadensis,90,90,
L077.01,L77.1,Anastrepta orcadensis,92,92,
L077.01,L77.1,Anastrepta orcadensis,93,93,
L077.01,L77.1,Anastrepta orcadensis,94,94,
L077.01,L77.1,Anastrepta orcadensis,95,95,
L077.01,L77.1,Anastrepta orcadensis,96,96,
L077.01,L77.1,Anastrepta orcadensis,97,97,
L077.01,L77.1,Anastrepta orcadensis,98,98,
L077.01,L77.1,Anastrepta orcadensis,99,99,
L077.01,L77.1,Anastrepta orcadensis,100,100,
L077.01,L77.1,Anastrepta orcadensis,101,101,
L077.01,L77.1,Anastrepta orcadensis,102,102,
L077.01,L77.1,Anastrepta orcadensis,103,103,
L077.01,L77.1,Anastrepta orcadensis,104,104,
L077.01,L77.1,Anastrepta orcadensis,105,105,
L077.01,L77.1,Anastrepta orcadensis,106,106,
L077.01,L77.1,Anastrepta orcadensis,107,107,
L077.01,L77.1,Anastrepta orcadensis,108,108,
L077.01,L77.1,Anastrepta orcadensis,109,109,
L077.01,L77.1,Anastrepta orcadensis,110,110,
L077.01,L77.1,Anastrepta orcadensis,111,111,
L077.01,L77.1,Anastrepta orcadensis,112,112,
L077.01,L77.1,Anastrepta orcadensis,201,H1,
L077.01,L77.1,Anastrepta orcadensis,202,H2,
L077.01,L77.1,Anastrepta orcadensis,203,H3,
L077.01,L77.1,Anastrepta orcadensis,216,H16,
L077.01,L77.1,Anastrepta orcadensis,220,H20,
L077.01,L77.1,Anastrepta orcadensis,227,H27,
L077.01,L77.1,Anastrepta orcadensis,229,H29,Bracketed
L077.01,L77.1,Anastrepta orcadensis,230,H30,
L077.01,L77.1,Anastrepta orcadensis,233,H33,
L077.01,L77.1,Anastrepta orcadensis,235,H35,
L073.04,L73.4,Anastrophyllum alpinum,105,105,
L073.04,L73.4,Anastrophyllum alpinum,106,106,
L073.04,L73.4,Anastrophyllum alpinum,107,107,
L073.04,L73.4,Anastrophyllum alpinum,108,108,
L073.02,L73.2,Anastrophyllum donnianum,88,88,
L073.02,L73.2,Anastrophyllum donnianum,92,92,
L073.02,L73.2,Anastrophyllum donnianum,94,94,
L073.02,L73.2,Anastrophyllum donnianum,96,96,
L073.02,L73.2,Anastrophyllum donnianum,97,97,
L073.02,L73.2,Anastrophyllum donnianum,98,98,
L073.02,L73.2,Anastrophyllum donnianum,104,104,
L073.02,L73.2,Anastrophyllum donnianum,105,105,
L073.02,L73.2,Anastrophyllum donnianum,106,106,
L073.02,L73.2,Anastrophyllum donnianum,107,107,
L073.02,L73.2,Anastrophyllum donnianum,108,108,
L073.01,L73.1,Anastrophyllum hellerianum,41,41,
L073.01,L73.1,Anastrophyllum hellerianum,42,42,
L073.01,L73.1,Anastrophyllum hellerianum,44,44,
L073.01,L73.1,Anastrophyllum hellerianum,46,46,
L073.01,L73.1,Anastrophyllum hellerianum,47,47,
L073.01,L73.1,Anastrophyllum hellerianum,48,48,
L073.01,L73.1,Anastrophyllum hellerianum,69,69,Bracketed
L073.01,L73.1,Anastrophyllum hellerianum,70,70,
L073.01,L73.1,Anastrophyllum hellerianum,87,87,
L073.01,L73.1,Anastrophyllum hellerianum,88,88,
L073.01,L73.1,Anastrophyllum hellerianum,92,92,
L073.01,L73.1,Anastrophyllum hellerianum,95,95,
L073.01,L73.1,Anastrophyllum hellerianum,96,96,
L073.01,L73.1,Anastrophyllum hellerianum,97,97,
L073.01,L73.1,Anastrophyllum hellerianum,98,98,
L073.01,L73.1,Anastrophyllum hellerianum,101,101,
L073.01,L73.1,Anastrophyllum hellerianum,104,104,
L073.01,L73.1,Anastrophyllum hellerianum,105,105,
L073.01,L73.1,Anastrophyllum hellerianum,107,107,
L073.01,L73.1,Anastrophyllum hellerianum,108,108,
L073.01,L73.1,Anastrophyllum hellerianum,233,H33,Bracketed
L073.01,L73.1,Anastrophyllum hellerianum,240,H40,Bracketed
L073.03,L73.3,Anastrophyllum joergensenii,92,92,
L073.03,L73.3,Anastrophyllum joergensenii,94,94,
L073.03,L73.3,Anastrophyllum joergensenii,96,96,Bracketed
L073.03,L73.3,Anastrophyllum joergensenii,97,97,
L073.03,L73.3,Anastrophyllum joergensenii,105,105,
L073.03,L73.3,Anastrophyllum joergensenii,106,106,
L073.03,L73.3,Anastrophyllum joergensenii,108,108,
M002.03,M2.3,Andreaea alpestris,90,90,
M002.03,M2.3,Andreaea alpestris,92,92,
M002.03,M2.3,Andreaea alpestris,94,94,
M002.03,M2.3,Andreaea alpestris,96,96,Bracketed
M002.03,M2.3,Andreaea alpestris,97,97,
M002.03,M2.3,Andreaea alpestris,106,106,
M002.09,M2.9,Andreaea blyttii,92,92,
M002.09,M2.9,Andreaea blyttii,94,94,
M002.09,M2.9,Andreaea blyttii,96,96,
M002.09,M2.9,Andreaea blyttii,97,97,
M002.09,M2.9,Andreaea blyttii,105,105,
M002.09,M2.9,Andreaea blyttii,106,106,
M002.07,M2.7,Andreaea frigida,65,65,Bracketed
M002.07,M2.7,Andreaea frigida,70,70,
M002.07,M2.7,Andreaea frigida,92,92,
M002.07,M2.7,Andreaea frigida,94,94,
M002.07,M2.7,Andreaea frigida,96,96,
M002.01,M2.1,Andreaea hookeri,42,42,
M002.01,M2.1,Andreaea hookeri,44,44,
M002.01,M2.1,Andreaea hookeri,46,46,
M002.01,M2.1,Andreaea hookeri,48,48,
M002.01,M2.1,Andreaea hookeri,49,49,
M002.01,M2.1,Andreaea hookeri,64,64,Bracketed
M002.01,M2.1,Andreaea hookeri,65,65,
M002.01,M2.1,Andreaea hookeri,66,66,
M002.01,M2.1,Andreaea hookeri,68,68,
M002.01,M2.1,Andreaea hookeri,69,69,
M002.01,M2.1,Andreaea hookeri,70,70,
M002.01,M2.1,Andreaea hookeri,72,72,
M002.01,M2.1,Andreaea hookeri,73,73,
M002.01,M2.1,Andreaea hookeri,74,74,Bracketed
M002.01,M2.1,Andreaea hookeri,75,75,
M002.01,M2.1,Andreaea hookeri,77,77,
M002.01,M2.1,Andreaea hookeri,78,78,
M002.01,M2.1,Andreaea hookeri,86,86,
M002.01,M2.1,Andreaea hookeri,87,87,
M002.01,M2.1,Andreaea hookeri,88,88,
M002.01,M2.1,Andreaea hookeri,89,89,
M002.01,M2.1,Andreaea hookeri,90,90,
M002.01,M2.1,Andreaea hookeri,92,92,
M002.01,M2.1,Andreaea hookeri,94,94,
M002.01,M2.1,Andreaea hookeri,96,96,
M002.01,M2.1,Andreaea hookeri,97,97,
M002.01,M2.1,Andreaea hookeri,98,98,
M002.01,M2.1,Andreaea hookeri,99,99,Bracketed
M002.01,M2.1,Andreaea hookeri,100,100,
M002.01,M2.1,Andreaea hookeri,101,101,
M002.01,M2.1,Andreaea hookeri,102,102,
M002.01,M2.1,Andreaea hookeri,103,103,
M002.01,M2.1,Andreaea hookeri,104,104,
M002.01,M2.1,Andreaea hookeri,105,105,
M002.01,M2.1,Andreaea hookeri,106,106,
M002.01,M2.1,Andreaea hookeri,107,107,
M002.01,M2.1,Andreaea hookeri,108,108,
M002.01,M2.1,Andreaea hookeri,110,110,
M002.01,M2.1,Andreaea hookeri,112,112,
M002.01,M2.1,Andreaea hookeri,201,H1,
M002.01,M2.1,Andreaea hookeri,202,H2,
M002.01,M2.1,Andreaea hookeri,203,H3,
M002.01,M2.1,Andreaea hookeri,207,H7,
M002.01,M2.1,Andreaea hookeri,208,H8,
M002.01,M2.1,Andreaea hookeri,216,H16,
M002.01,M2.1,Andreaea hookeri,220,H20,
M002.01,M2.1,Andreaea hookeri,221,H21,Bracketed
M002.01,M2.1,Andreaea hookeri,227,H27,
M002.01,M2.1,Andreaea hookeri,231,H31,Bracketed
M002.01,M2.1,Andreaea hookeri,235,H35,
M002.01,M2.1,Andreaea hookeri,238,H38,
M002.01,M2.1,Andreaea hookeri,239,H39,
M002.01,M2.1,Andreaea hookeri,240,H40,
M002.08,M2.8,Andreaea megistospora,45,45,
M002.08,M2.8,Andreaea megistospora,46,46,
M002.08,M2.8,Andreaea megistospora,48,48,Bracketed
M002.08,M2.8,Andreaea megistospora,66,66,Bracketed
M002.08,M2.8,Andreaea megistospora,70,70,
M002.08,M2.8,Andreaea megistospora,72,72,
M002.08,M2.8,Andreaea megistospora,73,73,Bracketed
M002.08,M2.8,Andreaea megistospora,74,74,Bracketed
M002.08,M2.8,Andreaea megistospora,75,75,
M002.08,M2.8,Andreaea megistospora,78,78,Bracketed
M002.08,M2.8,Andreaea megistospora,87,87,
M002.08,M2.8,Andreaea megistospora,88,88,Bracketed
M002.08,M2.8,Andreaea megistospora,92,92,
M002.08,M2.8,Andreaea megistospora,96,96,Bracketed
M002.08,M2.8,Andreaea megistospora,97,97,
M002.08,M2.8,Andreaea megistospora,98,98,
M002.08,M2.8,Andreaea megistospora,99,99,Bracketed
M002.08,M2.8,Andreaea megistospora,100,100,Bracketed
M002.08,M2.8,Andreaea megistospora,104,104,
M002.08,M2.8,Andreaea megistospora,105,105,
M002.08,M2.8,Andreaea megistospora,106,106,
M002.08,M2.8,Andreaea megistospora,108,108,
M002.08,M2.8,Andreaea megistospora,110,110,
M002.08,M2.8,Andreaea megistospora,201,H1,
M002.08,M2.8,Andreaea megistospora,203,H3,
M002.08,M2.8,Andreaea megistospora,204,H4,Bracketed
M002.08,M2.8,Andreaea megistospora,206,H6,
M002.08,M2.8,Andreaea megistospora,216,H16,
M002.08,M2.8,Andreaea megistospora,227,H27,
M002.08,M2.8,Andreaea megistospora,234,H34,
M002.08,M2.8,Andreaea megistospora,238,H38,Bracketed
M002.04,M2.4,Andreaea mutabilis,46,46,
M002.04,M2.4,Andreaea mutabilis,48,48,
M002.04,M2.4,Andreaea mutabilis,49,49,
M002.04,M2.4,Andreaea mutabilis,60,60,Bracketed
M002.04,M2.4,Andreaea mutabilis,65,65,Bracketed
M002.04,M2.4,Andreaea mutabilis,68,68,Bracketed
M002.04,M2.4,Andreaea mutabilis,69,69,
M002.04,M2.4,Andreaea mutabilis,70,70,Bracketed
M002.04,M2.4,Andreaea mutabilis,72,72,
M002.04,M2.4,Andreaea mutabilis,73,73,
M002.04,M2.4,Andreaea mutabilis,75,75,
M002.04,M2.4,Andreaea mutabilis,77,77,
M002.04,M2.4,Andreaea mutabilis,78,78,
M002.04,M2.4,Andreaea mutabilis,85,85,Bracketed
M002.04,M2.4,Andreaea mutabilis,87,87,Bracketed
M002.04,M2.4,Andreaea mutabilis,88,88,Bracketed
M002.04,M2.4,Andreaea mutabilis,89,89,
M002.04,M2.4,Andreaea mutabilis,90,90,
M002.04,M2.4,Andreaea mutabilis,92,92,
M002.04,M2.4,Andreaea mutabilis,94,94,
M002.04,M2.4,Andreaea mutabilis,96,96,
M002.04,M2.4,Andreaea mutabilis,97,97,
M002.04,M2.4,Andreaea mutabilis,98,98,
M002.04,M2.4,Andreaea mutabilis,103,103,
M002.04,M2.4,Andreaea mutabilis,104,104,
M002.04,M2.4,Andreaea mutabilis,105,105,
M002.04,M2.4,Andreaea mutabilis,106,106,
M002.10,M2.10,Andreaea nivalis,88,88,Bracketed
M002.10,M2.10,Andreaea nivalis,90,90,Bracketed
M002.10,M2.10,Andreaea nivalis,92,92,
M002.10,M2.10,Andreaea nivalis,94,94,
M002.10,M2.10,Andreaea nivalis,96,96,
M002.10,M2.10,Andreaea nivalis,97,97,
M002.10,M2.10,Andreaea nivalis,98,98,
M002.10,M2.10,Andreaea nivalis,105,105,
M002.10,M2.10,Andreaea nivalis,106,106,
M002.10,M2.10,Andreaea nivalis,107,107,
M002.06.b,M2.6.b,Andreaea rothii subsp. falcata,1,1,
M002.06.b,M2.6.b,Andreaea rothii subsp. falcata,2,2,
M002.06.b,M2.6.b,Andreaea rothii subsp. falcata,3,3,
M002.06.b,M2.6.b,Andreaea rothii subsp. falcata,4,4,
M002.06.b,M2.6.b,Andreaea rothii subsp. falcata,5,5,
